,internet_service_type_id,payment_type_id,contract_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,payment_type,internet_service_type
3205,1,4,1,4592-IWTJI,Female,0,Yes,Yes,3,No,No phone service,Yes,No,No,No,No,No,No,29.7,91.7,Yes,Month-to-month,Credit card (automatic),DSL
3206,3,1,2,4597-ELFTS,Male,0,No,No,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.9,1334,Yes,One year,Electronic check,None
3207,2,1,1,4597-NUCQV,Male,1,No,No,24,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,101.25,2440.15,Yes,Month-to-month,Electronic check,Fiber optic
3208,2,1,1,4598-XLKNJ,Female,1,Yes,No,25,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,98.5,2514.5,Yes,Month-to-month,Electronic check,Fiber optic
3209,1,1,2,4598-ZADCK,Female,0,No,No,53,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,53.6,2879.2,No,One year,Electronic check,DSL
3210,2,1,1,4603-JANFB,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.85,69.85,Yes,Month-to-month,Electronic check,Fiber optic
3211,2,1,2,4607-CHPCA,Male,0,Yes,Yes,25,Yes,No,No,No,No,No,Yes,Yes,Yes,90.4,2178.6,Yes,One year,Electronic check,Fiber optic
3212,1,3,1,4608-LCIMN,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,44.65,369.15,No,Month-to-month,Bank transfer (automatic),DSL
3213,3,2,3,4609-KNNWG,Female,0,Yes,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,550.1,No,Two year,Mailed check,None
3214,1,1,2,4611-ANLQC,Female,0,Yes,No,60,No,No phone service,Yes,Yes,Yes,No,No,Yes,No,50.05,2911.5,No,One year,Electronic check,DSL
3215,2,1,1,4612-SSVHJ,Female,1,No,No,20,Yes,No,No,No,No,No,No,Yes,Yes,81.45,1671.6,No,Month-to-month,Electronic check,Fiber optic
3216,2,3,2,4612-THJBS,Female,1,No,No,56,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.75,5510.65,Yes,One year,Bank transfer (automatic),Fiber optic
3217,2,1,1,4614-NUVZD,Female,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,81.1,81.1,Yes,Month-to-month,Electronic check,Fiber optic
3218,1,4,3,4615-PIVVU,Female,0,No,No,42,Yes,No,No,No,Yes,Yes,No,Yes,No,66.5,2762.75,No,Two year,Credit card (automatic),DSL
3219,3,3,2,4616-EWBNJ,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,318.6,No,One year,Bank transfer (automatic),None
3220,2,4,3,4616-ULAOA,Female,0,Yes,Yes,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.8,7245.9,No,Two year,Credit card (automatic),Fiber optic
3221,2,3,2,4619-EVPHY,Female,1,Yes,No,20,Yes,No,No,No,No,No,Yes,Yes,Yes,91.0,1859.5,No,One year,Bank transfer (automatic),Fiber optic
3222,2,1,3,4622-YNKIJ,Male,0,No,No,33,Yes,No,Yes,No,No,Yes,Yes,No,Yes,88.95,3027.65,No,Two year,Electronic check,Fiber optic
3223,3,3,1,4623-ZKHLY,Male,0,Yes,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.45,471.55,No,Month-to-month,Bank transfer (automatic),None
3224,1,1,1,4625-EWPTF,Male,0,No,No,8,No,No phone service,Yes,No,No,No,No,No,Yes,30.45,226.45,Yes,Month-to-month,Electronic check,DSL
3225,3,4,3,4625-LAMOB,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.4,905.55,No,Two year,Credit card (automatic),None
3226,3,3,3,4625-XMOYM,Female,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.25,1988.05,No,Two year,Bank transfer (automatic),None
3227,2,1,1,4626-GYCZP,Male,0,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.85,635.6,Yes,Month-to-month,Electronic check,Fiber optic
3228,1,4,2,4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,78.65,3950.85,No,One year,Credit card (automatic),DSL
3229,2,4,3,4627-MIHJH,Female,1,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,110.25,7467.55,No,Two year,Credit card (automatic),Fiber optic
3230,1,1,1,4628-CTTLA,Male,0,No,No,57,No,No phone service,No,Yes,No,No,Yes,No,Yes,39.3,2111.45,Yes,Month-to-month,Electronic check,DSL
3231,2,1,2,4628-WQCQQ,Male,0,No,Yes,35,Yes,No,No,No,Yes,No,Yes,No,Yes,85.15,3030.6,Yes,One year,Electronic check,Fiber optic
3232,2,1,1,4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,70.4,147.15,Yes,Month-to-month,Electronic check,Fiber optic
3233,2,1,1,4631-OACRM,Male,1,No,No,15,Yes,No,No,No,No,No,No,Yes,Yes,79.4,1156.1,Yes,Month-to-month,Electronic check,Fiber optic
3234,3,2,2,4632-PAOYU,Male,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,433.5,No,One year,Mailed check,None
3235,1,4,2,4632-XJMEX,Male,0,No,Yes,53,Yes,No,Yes,Yes,No,Yes,No,No,No,62.85,3419.5,No,One year,Credit card (automatic),DSL
3236,2,2,1,4633-MKHYU,Female,0,No,No,9,Yes,No,No,No,No,No,Yes,Yes,Yes,88.4,788.6,No,Month-to-month,Mailed check,Fiber optic
3237,3,2,1,4634-JLRJT,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.35,20.35,No,Month-to-month,Mailed check,None
3238,3,2,3,4635-EJYPD,Male,0,Yes,Yes,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,18.95,613.95,No,Two year,Mailed check,None
3239,2,2,1,4636-JGAAI,Male,0,Yes,No,34,Yes,Yes,No,Yes,No,No,No,Yes,No,88.85,3000.25,No,Month-to-month,Mailed check,Fiber optic
3240,1,1,2,4636-OLWOE,Male,0,No,Yes,54,Yes,No,No,Yes,Yes,Yes,No,No,Yes,61.0,3283.05,No,One year,Electronic check,DSL
3241,2,1,1,4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,No,No,No,Yes,No,No,Yes,80.5,502.85,Yes,Month-to-month,Electronic check,Fiber optic
3242,3,3,2,4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,1244.8,No,One year,Bank transfer (automatic),None
3243,1,1,1,4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,No,No,No,No,No,Yes,No,55.95,734.35,Yes,Month-to-month,Electronic check,DSL
3244,3,2,3,4641-FROLU,Female,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,602.9,No,Two year,Mailed check,None
3245,3,2,2,4644-OBGFZ,Male,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,1026.35,No,One year,Mailed check,None
3246,1,3,2,4644-PIZRT,Male,0,Yes,Yes,17,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,70.35,1201.65,No,One year,Bank transfer (automatic),DSL
3247,1,3,1,4646-QZXTF,Female,0,Yes,No,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,81.25,580.1,No,Month-to-month,Bank transfer (automatic),DSL
3248,2,4,1,4647-MUZON,Female,0,Yes,No,18,Yes,No,No,No,Yes,No,Yes,Yes,Yes,95.95,1745.5,No,Month-to-month,Credit card (automatic),Fiber optic
3249,1,2,1,4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,45.5,285.2,No,Month-to-month,Mailed check,DSL
3250,1,3,3,4648-YPBTM,Male,0,No,No,53,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,73.9,3958.25,No,Two year,Bank transfer (automatic),DSL
3251,2,3,1,4652-NNHNY,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,Yes,73.85,1284.2,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
3252,3,2,3,4652-ODEVH,Male,0,Yes,Yes,45,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.45,1088.25,No,Two year,Mailed check,None
3253,2,3,2,4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Yes,Yes,Yes,No,No,Yes,No,97.0,6430.9,No,One year,Bank transfer (automatic),Fiber optic
3254,1,2,2,4654-GGUII,Female,0,No,No,18,No,No phone service,Yes,Yes,No,Yes,No,No,Yes,40.2,711.95,No,One year,Mailed check,DSL
3255,1,4,3,4654-ULTTN,Male,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,74.8,5315.8,No,Two year,Credit card (automatic),DSL
3256,3,3,3,4656-CAURT,Male,0,No,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.95,1713.1,No,Two year,Bank transfer (automatic),None
3257,2,4,1,4657-FWVFY,Female,0,Yes,Yes,40,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,96.35,3915.4,No,Month-to-month,Credit card (automatic),Fiber optic
3258,2,1,1,4658-HCOHW,Female,0,Yes,Yes,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,102.8,2110.15,Yes,Month-to-month,Electronic check,Fiber optic
3259,2,1,1,4659-NZRUF,Female,0,No,No,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,95.15,1789.25,Yes,Month-to-month,Electronic check,Fiber optic
3260,2,2,1,4660-IRIBM,Male,0,Yes,Yes,18,Yes,No,Yes,No,Yes,No,Yes,No,Yes,87.9,1500.5,No,Month-to-month,Mailed check,Fiber optic
3261,3,2,1,4661-NJEUX,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,20.05,No,Month-to-month,Mailed check,None
3262,1,3,1,4662-EKDPQ,Male,0,No,No,2,Yes,Yes,No,No,No,No,No,Yes,No,62.05,118.3,Yes,Month-to-month,Bank transfer (automatic),DSL
3263,1,3,3,4664-NJCMS,Female,0,Yes,No,33,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,59.55,2016.3,No,Two year,Bank transfer (automatic),DSL
3264,3,2,1,4667-OHGKG,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.3,19.3,Yes,Month-to-month,Mailed check,None
3265,1,4,2,4667-QONEA,Female,1,Yes,Yes,60,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,74.85,4456.35,No,One year,Credit card (automatic),DSL
3266,2,4,3,4670-TABXH,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.75,7758.9,No,Two year,Credit card (automatic),Fiber optic
3267,1,2,1,4671-LXRDQ,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,Yes,45.0,96.45,Yes,Month-to-month,Mailed check,DSL
3268,1,4,3,4671-VJLCL,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,79.85,4861.45,No,Two year,Credit card (automatic),DSL
3269,1,1,1,4672-FOTSD,Male,0,No,No,12,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,67.25,832.3,No,Month-to-month,Electronic check,DSL
3270,2,1,1,4673-KKSLS,Female,0,No,No,31,Yes,No,Yes,No,Yes,Yes,No,No,No,87.6,2724.25,No,Month-to-month,Electronic check,Fiber optic
3271,1,4,3,4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.9,6457.15,No,Two year,Credit card (automatic),DSL
3272,2,3,2,4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,101.9,5265.5,No,One year,Bank transfer (automatic),Fiber optic
3273,1,3,3,4676-WLUHT,Male,0,No,No,54,No,No phone service,Yes,Yes,No,No,No,Yes,No,46.2,2431.95,No,Two year,Bank transfer (automatic),DSL
3274,1,1,1,4678-DVQEO,Female,0,No,No,1,Yes,No,No,No,No,Yes,No,No,Yes,52.2,52.2,Yes,Month-to-month,Electronic check,DSL
3275,1,1,1,4680-KUTAJ,Female,1,No,No,11,Yes,Yes,Yes,No,No,No,No,No,Yes,55.6,580.8,No,Month-to-month,Electronic check,DSL
3276,1,1,2,4682-BLBUC,Male,0,Yes,No,44,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,70.95,3250.45,No,One year,Electronic check,DSL
3277,2,3,3,4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,107.6,6912.7,No,Two year,Bank transfer (automatic),Fiber optic
3278,2,1,2,4685-ERGHK,Male,0,No,No,57,Yes,Yes,No,No,No,No,Yes,No,Yes,86.9,4939.25,No,One year,Electronic check,Fiber optic
3279,3,3,2,4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,342.3,No,One year,Bank transfer (automatic),None
3280,2,3,3,4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,98.7,6858.9,No,Two year,Bank transfer (automatic),Fiber optic
3281,2,4,1,4686-UXDML,Female,0,No,No,21,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.85,1992.55,No,Month-to-month,Credit card (automatic),Fiber optic
3282,1,1,1,4690-LLKUA,Male,1,No,No,17,Yes,No,No,No,No,No,No,No,Yes,45.05,770.6,Yes,Month-to-month,Electronic check,DSL
3283,2,1,1,4690-PKDQG,Female,1,Yes,No,42,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,95.55,3930.6,No,Month-to-month,Electronic check,Fiber optic
3284,2,1,2,4692-NNQRU,Female,0,Yes,No,21,Yes,No,No,No,Yes,Yes,No,No,No,79.2,1742.45,No,One year,Electronic check,Fiber optic
3285,3,1,1,4693-VWVBO,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,61.05,No,Month-to-month,Electronic check,None
3286,3,2,1,4694-PHWFW,Female,0,No,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,170.9,No,Month-to-month,Mailed check,None
3287,1,1,1,4695-VADHF,Male,0,Yes,Yes,18,Yes,No,No,No,Yes,No,No,Yes,No,57.45,990.85,Yes,Month-to-month,Electronic check,DSL
3288,2,1,1,4695-WJZUE,Female,1,No,No,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,88.55,179.25,Yes,Month-to-month,Electronic check,Fiber optic
3289,3,2,2,4697-LUPSU,Male,0,Yes,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.2,34.75,No,One year,Mailed check,None
3290,3,4,3,4698-KVLLG,Female,1,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,967.9,No,Two year,Credit card (automatic),None
3291,1,3,2,4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,75.9,1549.75,No,One year,Bank transfer (automatic),DSL
3292,1,3,1,4701-AHWMW,Male,0,Yes,No,55,No,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,54.55,2978.3,Yes,Month-to-month,Bank transfer (automatic),DSL
3293,1,4,3,4701-LKOZD,Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.75,6367.2,No,Two year,Credit card (automatic),DSL
3294,1,1,1,4701-MLJPN,Male,0,No,No,31,Yes,No,No,No,Yes,Yes,No,No,Yes,55.25,1715.65,Yes,Month-to-month,Electronic check,DSL
3295,1,3,2,4702-HDRKD,Male,0,No,No,67,No,No phone service,Yes,No,Yes,Yes,Yes,No,Yes,49.35,3321.35,No,One year,Bank transfer (automatic),DSL
3296,2,1,1,4702-IOQDC,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.1,70.1,Yes,Month-to-month,Electronic check,Fiber optic
3297,3,2,3,4703-MQYKT,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,390.4,No,Two year,Mailed check,None
3298,2,1,1,4704-ERYFC,Female,0,Yes,No,22,Yes,No,No,No,No,No,No,No,Yes,69.25,1554,Yes,Month-to-month,Electronic check,Fiber optic
3299,2,4,1,4706-AXVKM,Female,1,No,No,11,Yes,Yes,No,No,No,No,No,Yes,Yes,84.8,906.85,Yes,Month-to-month,Credit card (automatic),Fiber optic
3300,1,1,1,4706-DGAHW,Male,1,No,No,1,Yes,No,No,No,No,No,No,No,No,45.2,45.2,No,Month-to-month,Electronic check,DSL
3301,3,4,3,4707-MAXGU,Male,0,Yes,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.85,1872.2,No,Two year,Credit card (automatic),None
3302,3,4,2,4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.6,917.15,No,One year,Credit card (automatic),None
3303,3,1,2,4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,540.05,No,One year,Electronic check,None
3304,2,4,2,4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,No,Yes,No,No,Yes,Yes,No,100.3,5614.45,Yes,One year,Credit card (automatic),Fiber optic
3305,1,4,1,4710-NKCAW,Male,0,Yes,Yes,5,Yes,Yes,Yes,Yes,No,Yes,No,No,No,64.4,316.9,No,Month-to-month,Credit card (automatic),DSL
3306,1,2,1,4712-AUQZO,Male,0,No,No,18,No,No phone service,Yes,No,Yes,No,No,No,No,33.6,550.35,No,Month-to-month,Mailed check,DSL
3307,3,1,1,4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,417.65,No,Month-to-month,Electronic check,None
3308,2,1,1,4713-LZDRV,Female,1,No,No,2,Yes,No,No,No,No,No,No,Yes,Yes,79.6,195.05,Yes,Month-to-month,Electronic check,Fiber optic
3309,2,3,3,4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,No,No,Yes,No,Yes,Yes,No,99.7,4634.35,No,Two year,Bank transfer (automatic),Fiber optic
3310,2,1,1,4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,107.05,2172.05,No,Month-to-month,Electronic check,Fiber optic
3311,3,2,2,4716-MRVEN,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,599.3,No,One year,Mailed check,None
3312,1,2,3,4717-GHADL,Female,0,No,No,50,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,79.6,4024.2,No,Two year,Mailed check,DSL
3313,1,2,1,4718-DHSMV,Female,0,No,No,11,No,No phone service,No,No,No,No,Yes,No,Yes,35.8,363.15,No,Month-to-month,Mailed check,DSL
3314,1,4,3,4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91.95,6614.9,No,Two year,Credit card (automatic),DSL
3315,3,2,1,4719-UMSIY,Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,100.9,No,Month-to-month,Mailed check,None
3316,2,3,1,4720-VSTSI,Female,0,No,No,44,Yes,Yes,No,Yes,Yes,No,No,No,Yes,84.8,3862.55,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
3317,1,4,3,4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,86.65,6094.25,No,Two year,Credit card (automatic),DSL
3318,2,1,1,4724-WXVWF,Male,0,No,No,48,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,95.4,4445.3,No,Month-to-month,Electronic check,Fiber optic
3319,1,3,1,4726-DLWQN,Male,1,No,No,50,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,70.35,3454.6,No,Month-to-month,Bank transfer (automatic),DSL
3320,1,2,1,4727-MCYZG,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,No,55.55,55.55,No,Month-to-month,Mailed check,DSL
3321,1,1,1,4729-XKASR,Male,0,No,Yes,1,No,No phone service,No,No,No,No,No,No,No,24.75,24.75,Yes,Month-to-month,Electronic check,DSL
3322,1,4,2,4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,60.7,2234.55,No,One year,Credit card (automatic),DSL
3323,3,2,1,4732-RRJZC,Male,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,144.35,No,Month-to-month,Mailed check,None
3324,2,1,1,4735-ASGMA,Male,0,No,No,26,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,98.35,2515.3,Yes,Month-to-month,Electronic check,Fiber optic
3325,3,2,3,4735-BJKOU,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,804.85,No,Two year,Mailed check,None
3326,1,4,3,4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,72.1,5016.65,No,Two year,Credit card (automatic),DSL
3327,1,4,3,4737-HOBAX,Male,0,Yes,No,63,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,79.8,5034.05,No,Two year,Credit card (automatic),DSL
3328,2,1,1,4741-WWJQZ,Female,0,Yes,No,2,Yes,No,Yes,No,No,Yes,No,No,Yes,80.15,194.55,No,Month-to-month,Electronic check,Fiber optic
3329,2,3,2,4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,95.4,5812,No,One year,Bank transfer (automatic),Fiber optic
3330,3,3,3,4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,890.5,No,Two year,Bank transfer (automatic),None
3331,3,2,1,4745-LSPLO,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.5,20.5,Yes,Month-to-month,Mailed check,None
3332,1,2,1,4747-LCAQL,Male,0,No,No,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,79.0,1902,No,Month-to-month,Mailed check,DSL
3333,2,1,1,4749-OJKQU,Female,0,No,No,4,Yes,Yes,No,No,No,No,No,No,Yes,75.65,302.35,No,Month-to-month,Electronic check,Fiber optic
3334,1,2,1,4749-VFKVB,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,50.1,50.1,Yes,Month-to-month,Mailed check,DSL
3335,3,2,2,4750-UKWJK,Female,1,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,727.8,No,One year,Mailed check,None
3336,2,1,1,4750-ZRXIU,Female,1,No,No,4,Yes,Yes,No,No,No,No,No,Yes,Yes,84.6,360.1,Yes,Month-to-month,Electronic check,Fiber optic
3337,1,3,3,4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,75.4,5480.25,No,Two year,Bank transfer (automatic),DSL
3338,2,3,2,4753-PADAS,Female,0,Yes,No,67,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.7,6816.95,No,One year,Bank transfer (automatic),Fiber optic
3339,1,1,2,4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,80.1,4693.2,No,One year,Electronic check,DSL
3340,2,1,1,4759-TRPLW,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,70.4,70.4,Yes,Month-to-month,Electronic check,Fiber optic
3341,2,1,1,4760-THGOT,Female,0,Yes,No,43,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,94.1,4107.3,No,Month-to-month,Electronic check,Fiber optic
3342,3,2,1,4760-XOHVN,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,19.45,Yes,Month-to-month,Mailed check,None
3343,2,1,1,4763-PGDPO,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,70.4,281,Yes,Month-to-month,Electronic check,Fiber optic
3344,1,2,1,4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,Yes,Yes,Yes,Yes,No,No,No,65.0,663.05,Yes,Month-to-month,Mailed check,DSL
3345,2,3,1,4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,No,Yes,Yes,No,No,No,No,82.05,2570.2,No,Month-to-month,Bank transfer (automatic),Fiber optic
3346,3,4,1,4770-QAZXN,Female,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,232.1,No,Month-to-month,Credit card (automatic),None
3347,2,1,1,4770-UEZOX,Male,0,No,No,2,Yes,No,No,Yes,No,No,No,No,Yes,74.75,144.8,No,Month-to-month,Electronic check,Fiber optic
3348,3,2,3,4774-HHGGS,Male,0,Yes,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.05,637.55,No,Two year,Mailed check,None
3349,1,4,2,4776-XSKYQ,Female,0,Yes,Yes,12,No,No phone service,No,No,No,Yes,No,No,No,30.25,368.85,No,One year,Credit card (automatic),DSL
3350,2,4,3,4778-IZARL,Male,0,Yes,No,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,110.1,6705.7,No,Two year,Credit card (automatic),Fiber optic
3351,3,2,3,4779-ZGICK,Male,0,Yes,Yes,48,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.55,1173.35,No,Two year,Mailed check,None
3352,3,3,1,4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.15,20.15,No,Month-to-month,Bank transfer (automatic),None
3353,1,3,3,4782-OSFXZ,Female,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,82.7,5831.2,No,Two year,Bank transfer (automatic),DSL
3354,3,2,3,4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.4,1417.9,No,Two year,Mailed check,None
3355,3,3,1,4785-NKHCX,Male,1,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,94.15,No,Month-to-month,Bank transfer (automatic),None
3356,1,3,2,4785-QRJHC,Male,1,Yes,No,46,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,59.9,2816.65,Yes,One year,Bank transfer (automatic),DSL
3357,3,2,1,4786-UKSNZ,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.2,20.2,Yes,Month-to-month,Mailed check,None
